包	B_at_1
。	O

包	B_at_1
装	I_at_1
很	B_ot_1_f_PN
旧	I_ot_1_f_PN
😒	O
😒	O

好	B_ot_4_m_PP
用	I_ot_4_m_PP
，	O
温	B_ot_8_m_PP
和	I_ot_8_m_PP
的	I_ot_8_m_PP
，	O
洗	O
完	O
脸	O
不	B_ot_8_m_PP
紧	I_ot_8_m_PP
绷	I_ot_8_m_PP
，	O
喜	B_ot_4_m_PP
欢	I_ot_4_m_PP
。	O

应	O
该	O
是	O
正	B_ot_3_m_PP
品	I_ot_3_m_PP
吧	O
！	O
一	O
直	O
用	O
这	O
个	O
牌	O
子	O
。	O
网	O
上	O
便	B_ot_0_m_PP
宜	I_ot_0_m_PP
很	I_ot_0_m_PP
多	I_ot_0_m_PP

昨	O
天	O
下	O
午	O
收	O
到	O
的	O
，	O
今	O
天	O
早	O
上	O
就	O
用	O
了	O
，	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
是	B_ot_3_m_PP
正	I_ot_3_m_PP
品	I_ot_3_m_PP

第	O
二	O
次	O
购	O
买	O
物	B_ot_0_m_PP
美	I_ot_0_m_PP
价	I_ot_0_m_PP
廉	I_ot_0_m_PP
效	B_at_7
果	I_at_7
不	B_ot_7_f_PP
错	I_ot_7_f_PP
挺	B_ot_7_f_PP
好	I_ot_7_f_PP
的	I_ot_7_f_PP
配	B_at_11
送	I_at_11
很	B_ot_11_f_PP
快	I_ot_11_f_PP

这	O
个	O
产	O
品	O
我	O
也	O
不	O
知	O
道	O
是	O
好	O
是	O
坏	O
，	O
用	O
完	O
也	O
没	O
什	O
么	O
特	O
别	O
感	O
觉	O
，	O
也	O
没	O
什	O
么	O
不	O
好	O
的	O
感	O
觉	O
，	O
习	O
惯	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP
。	O

谢	O
谢	O
店	O
家	O
的	O
赠	B_at_0
品	I_at_0

一	O
次	O
买	O
了	O
两	O
袋	O
，	O
水	B_at_12
比	B_ot_12_f_PP
较	I_ot_12_f_PP
多	I_ot_12_f_PP
，	O
用	O
后	O
皮	O
肤	O
光	B_ot_8_m_PP
光	I_ot_8_m_PP
的	I_ot_8_m_PP

很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
也	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	I_ot_4_m_PP

还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
、	O
、	O
、	O
、	O
、	O
、	O
、	O
、	O
、	O
、	O

先	O
是	O
用	O
妹	O
妹	O
的	O
被	O
种	O
草	O
的	O
，	O
但	O
是	O
我	O
买	O
回	O
来	O
用	O
了	O
以	O
后	O
觉	O
得	O
有	O
些	O
卡	B_ot_8_m_PN
粉	I_ot_8_m_PN
，	O
不	O
过	O
习	O
惯	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

是	O
他	O
家	O
的	O
忠	O
实	O
粉	O
丝	O
，	O
护	O
肤	O
品	O
全	O
是	O
他	O
家	O
的	O
，	O
搞	O
活	B_at_0
动	I_at_0
时	O
买	O
便	B_ot_0_f_PP
宜	I_ot_0_f_PP
实	I_ot_0_f_PP
惠	I_ot_0_f_PP

这	O
款	O
面	O
膜	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	O
，	O
精	B_at_12
华	I_at_12
很	B_ot_12_f_PP
多	I_ot_12_f_PP
，	O
粘	B_ot_8_m_PP
稠	I_ot_8_m_PP
，	O
而	O
且	O
面	O
膜	O
很	B_ot_8_m_PP
服	I_ot_8_m_PP
帖	I_ot_8_m_PP
，	O
没	O
有	O
气	O
泡	O
现	O
象	O
，	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
。	O

送	O
给	O
妈	O
妈	O
的	O
，	O
说	O
味	B_at_10
道	I_at_10
很	B_ot_10_f_PP
好	I_ot_10_f_PP
闻	I_ot_10_f_PP
，	O
我	O
也	O
不	O
太	O
懂	O
，	O
应	O
该	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
的	O
！	O

很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
温	B_ot_8_m_PP
和	I_ot_8_m_PP
不	I_ot_8_m_PP
刺	I_ot_8_m_PP
激	I_ot_8_m_PP
，	O
清	B_at_7
洁	I_at_7
力	I_at_7
也	O
不	B_ot_7_f_PP
错	I_ot_7_f_PP
，	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
虽	O
然	O
没	O
有	O
活	O
动	O
，	O
但	O
也	O
比	O
商	O
场	O
便	B_ot_0_m_PP
宜	I_ot_0_m_PP
，	O
希	O
望	O
多	O
搞	O
活	O
动	O
，	O
以	O
后	O
得	O
提	O
前	O
屯	O

快	B_at_11
递	I_at_11
员	I_at_11
很	B_ot_11_f_PP
好	I_ot_11_f_PP
，	O
我	O
当	O
时	O
没	O
在	O
家	O
，	O
给	O
放	O
到	O
物	O
业	O
了	O
，	O
提	O
醒	O
我	O
说	O
，	O
是	O
一	O
个	O
小	O
盒	O
！	O
用	O
着	O
也	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
自	B_ot_7_m_PP
然	I_ot_7_m_PP
真	B_ot_7_m_PP
实	I_ot_7_m_PP
！	O

东	O
西	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
已	O
经	O
用	O
过	O
一	O
段	O
时	O
间	O
了	O
，	O
很	B_ot_4_m_PP
满	I_ot_4_m_PP
意	I_ot_4_m_PP

谁	O
用	O
谁	O
知	O
道	O
，	O
还	B_ot_4_m_PP
行	I_ot_4_m_PP
吧	O

感	O
觉	O
可	B_ot_4_m_PP
以	I_ot_4_m_PP
，	O
很	B_ot_8_m_PP
好	I_ot_8_m_PP
涂	I_ot_8_m_PP
抹	I_ot_8_m_PP
，	O
味	B_at_10
道	I_at_10
也	O
喜	B_ot_10_f_PP
欢	I_ot_10_f_PP
。	O

宝	O
贝	O
早	O
上	O
下	O
单	O
下	O
午	O
就	O
收	O
到	O
了	O
，	O
*	O
*	O
物	B_at_11
流	I_at_11
超	B_ot_11_f_PP
快	I_ot_11_f_PP
，	O
东	O
西	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
值	O
得	O
购	O
买	O

洁	O
面	O
乳	O
收	O
到	O
了	O
，	O
质	B_at_9
量	I_at_9
很	B_ot_9_f_PP
好	I_ot_9_f_PP
，	O
有	O
一	O
股	O
淡	B_ot_10_b_PP
淡	I_ot_10_b_PP
的	I_ot_10_b_PP
香	B_at_10
味	I_at_10
，	O
清	B_at_7
洁	I_at_7
效	I_at_7
果	I_at_7
也	O
好	B_ot_7_f_PP
！	O

今	O
天	O
拿	O
了	O
，	O
打	O
开	O
看	O
还	O
送	O
了	O
一	O
些	O
试	O
用	O
装	O
，	O
味	B_at_10
道	I_at_10
很	B_ot_10_f_PP
好	I_ot_10_f_PP
闻	I_ot_10_f_PP
，	O
只	O
是	O
还	O
没	O
来	O
及	O
用	O
，	O
等	O
用	O
了	O
再	O
追	O
评	O

活	B_at_0
动	I_at_0
买	O
的	O
很	B_ot_0_f_PP
合	I_ot_0_f_PP
适	I_ot_0_f_PP
，	O
用	O
着	O
很	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
店	B_at_2
家	I_at_2
服	I_at_2
务	I_at_2
也	O
很	B_ot_2_f_PP
好	I_ot_2_f_PP

面	O
膜	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
*	O
*	O
让	O
我	O
等	O
了	O
&	O
八	O
天	O

总	O
体	O
来	O
说	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
、	O
我	O
这	O
是	O
第	O
三	O
次	O
购	O
买	O
了	O
、	O
需	O
要	O
的	O
亲	O
们	O
可	O
以	O
放	O
心	O
购	O
买	O
、	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
明	O
天	O
开	O
始	O
用	O

老	O
婆	O
喜	B_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
用	O
了	O
连	O
连	O
说	O
好	O

这	O
款	O
洗	O
面	O
乳	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
我	O
一	O
直	O
用	O
这	O
款	O
洁	O
面	O
乳	O
，	O
真	B_ot_4_m_PP
的	I_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP

气	O
垫	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
细	B_ot_8_m_PP
腻	I_ot_8_m_PP
你	O
不	B_ot_8_m_PP
脱	I_ot_8_m_PP
妆	I_ot_8_m_PP

面	O
膜	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
以	O
前	O
我	O
也	O
用	O
过	O
这	O
个	O
牌	O
子	O
，	O
夏	O
天	O
用	O
很	O
适	O
合	O

老	O
婆	O
试	O
用	O
了	O
一	O
下	O
，	O
感	O
觉	O
效	O
果	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
还	O
送	O
了	O
赠	B_at_0
品	I_at_0
，	O
非	B_ot_4_m_PP
常	I_ot_4_m_PP
满	I_ot_4_m_PP
意	I_ot_4_m_PP
，	O
下	O
次	O
还	O
会	O
光	O
顾	O
的	O

宝	O
贝	O
很	B_ot_11_m_PP
快	I_ot_11_m_PP
就	O
收	O
到	O
了	O
。	O
自	O
己	O
一	O
直	O
用	O
这	O
款	O
化	O
妆	O
品	O
，	O
帮	O
朋	O
友	O
买	O
的	O
。	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP
！	O

客	B_at_2
服	I_at_2
非	O
常	O
非	B_ot_2_f_PP
常	I_ot_2_f_PP
满	I_ot_2_f_PP
意	I_ot_2_f_PP

看	O
着	O
包	B_at_4
装	I_at_4
和	O
实	O
体	O
店	O
的	O
一	O
样	O
，	O
还	O
没	O
用	O
！	O
等	O
用	O
了	O
在	O
来	O
评	O
价	O
！	O

一	O
直	O
在	O
用	O
，	O
效	O
果	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP

略	O
偏	O
黄	O
的	O
膏	O
体	O
，	O
干	O
皮	O
上	O
脸	O
不	O
觉	O
得	O
油	O
腻	O
，	O
轻	B_ot_10_m_PU
微	I_ot_10_m_PU
酒	I_ot_10_m_PU
精	I_ot_10_m_PU
味	I_ot_10_m_PU
，	O
防	B_at_7
晒	I_at_7
效	I_at_7
果	I_at_7
不	B_ot_7_f_PP
错	I_ot_7_f_PP

很	B_ot_1_b_PP
好	I_ot_1_b_PP
，	O
包	B_at_1
装	I_at_1
也	O
很	B_ot_1_b_PP
好	I_ot_1_b_PP
，	O
贴	O
了	O
一	O
次	O
效	O
果	O
很	B_ot_1_b_PP
好	I_ot_1_b_PP
，	O
需	O
要	O
再	O
回	O
购	O

一	O
直	O
在	O
用	O
*	O
*	O
*	O
的	O
产	O
品	O
，	O
好	B_ot_4_m_PP
用	I_ot_4_m_PP
值	O
得	O
信	O
赖	O
！	O
快	B_at_11
递	I_at_11
也	O
很	B_ot_11_f_PP
给	I_ot_11_f_PP
力	I_ot_11_f_PP
！	O
?	O

买	O
回	O
来	O
就	O
用	O
了	O
，	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
喜	B_ot_4_m_PP
欢	I_ot_4_m_PP

宝	O
贝	O
收	O
到	O
了	O
，	O
活	O
动	O
促	O
销	O
买	O
的	O
，	O
还	O
没	O
用	O
，	O
不	O
知	O
道	O
效	O
果	O
如	O
何	O
，	O
卖	O
家	O
发	B_at_11
货	I_at_11
比	B_ot_11_f_PN
较	I_ot_11_f_PN
慢	I_ot_11_f_PN
，	O
催	O
了	O
几	O
次	O
才	O
发	O

收	O
到	O
了	O
面	O
膜	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
一	O
直	O
用	O
这	O
个	O
，	O
还	O
会	O
回	O
够	O
谢	O
谢	O

该	O
商	O
品	O
打	O
开	O
每	O
片	O
水	B_at_12
份	I_at_12
几	B_ot_12_f_PN
乎	I_ot_12_f_PN
没	I_ot_12_f_PN
有	I_ot_12_f_PN
了	O
，	O
很	B_ot_8_m_PN
干	I_ot_8_m_PN
，	O
贴	O
在	O
脸	O
上	O
没	O
有	O
水	B_at_12
份	I_at_12
，	O
水	O
全	O
流	O
袋	O
子	O
里	O
了	O

产	O
品	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
快	B_at_11
递	I_at_11
很	B_ot_11_f_PP
快	I_ot_11_f_PP
，	O
第	O
二	O
天	O
就	O
到	O
了	O
，	O
速	O
度	O
惊	O
人	O
，	O

*	O
*	O
，	O
一	O
一	O
如	O
既	O
往	O
的	O
支	O
持	O
你	O
！	O
质	O
量	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
且	O
送	B_at_11
货	I_at_11
速	I_at_11
度	I_at_11
快	B_ot_11_f_PP
！	O

还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
噢	O
。	O

很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
用	O
这	O
款	O
面	O
膜	O
，	O
个	O
人	O
比	B_ot_10_b_PP
较	I_ot_10_b_PP
喜	I_ot_10_b_PP
欢	I_ot_10_b_PP
这	O
个	O
味	B_at_10
道	I_at_10
，	O
比	B_ot_0_m_PP
较	I_ot_0_m_PP
划	I_ot_0_m_PP
算	I_ot_0_m_PP
，	O
。	O

虽	O
然	O
还	O
没	O
用	O
期	O
待	O
效	O
果	O
。	O
包	B_at_1
装	I_at_1
真	B_ot_1_f_PP
心	I_ot_1_f_PP
不	I_ot_1_f_PP
错	I_ot_1_f_PP
速	B_at_11
度	I_at_11
也	O
快	B_ot_11_f_PP

双	O
十	O
一	O
物	B_at_11
流	I_at_11
居	O
然	O
也	O
第	O
二	O
天	O
到	O
，	O
必	O
须	O
点	B_ot_11_f_PP
赞	I_ot_11_f_PP

还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
，	O
第	O
一	O
次	O
使	O
用	O
，	O
没	B_ot_8_m_PP
什	I_ot_8_m_PP
么	I_ot_8_m_PP
过	I_ot_8_m_PP
敏	I_ot_8_m_PP
，	O
比	B_ot_8_m_PP
较	I_ot_8_m_PP
服	I_ot_8_m_PP
帖	I_ot_8_m_PP

面	O
膜	O
用	O
着	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
大	O
牌	O
子	O
值	O
得	O
信	O
赖	O
，	O

颜	B_at_1
值	I_at_1
较	B_ot_1_f_PP
高	I_ot_1_f_PP
，	O
用	O
着	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
家	O
里	O
的	O
东	O
西	O
基	O
本	O
都	O
在	O
*	O
*	O
买	O
，	O
*	O
*	O
值	O
得	O
信	O
赖	O

很	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
用	O
完	O
之	O
后	O
皮	O
肤	O
感	O
觉	O
好	O
多	O
了	O

真	B_ot_4_m_PP
心	I_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
一	O
直	O
都	O
是	O
这	O
个	O
牌	O
子	O
的	O
！	O

很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
一	O
直	O
用	O
的	O
这	O
个	O
人	O
牌	O
子	O
，	O
用	O
了	O
&	O
年	O
多	O
了	O
。	O
值	O
得	O
推	O
荐	O

一	O
直	O
用	O
的	O
这	O
款	O
洗	O
面	O
奶	O
，	O
觉	O
得	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP

很	B_ot_4_m_PP
好	I_ot_4_m_PP
的	O
隔	O
离	O
霜	O
，	O
之	O
前	O
买	O
过	O
的	O
用	O
了	O
，	O
感	O
觉	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
就	O
给	O
同	O
事	O
也	O
回	O
购	O
了	O
一	O
瓶	O
。	O
同	O
事	O
也	O
很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
。	O

已	O
经	O
买	O
好	O
几	O
次	O
了	O
，	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
一	O
直	O
在	O
*	O
*	O
买	O
护	O
肤	O
品	O
，	O
很	O
方	O
便	O
！	O
！	O
！	O

送	O
给	O
婆	O
婆	O
的	O
，	O
她	O
说	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
补	B_at_7
水	I_at_7
效	I_at_7
果	I_at_7
还	B_ot_7_f_PP
可	I_ot_7_f_PP
以	I_ot_7_f_PP
。	O

好	O
几	O
百	O
的	O
东	O
西	O
包	B_at_1
装	I_at_1
好	B_ot_1_f_PN
差	I_ot_1_f_PN
像	O
地	O
滩	O
货	O
，	O
产	O
品	O
还	O
没	O
使	O
用	O

挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
喜	B_ot_4_m_PP
欢	I_ot_4_m_PP
*	O
*	O
，	O
速	B_at_11
度	I_at_11
很	B_ot_11_f_PP
快	I_ot_11_f_PP
！	O

物	B_at_11
流	I_at_11
很	B_ot_11_f_PP
快	I_ot_11_f_PP
，	O
货	O
收	O
到	O
就	O
赶	O
快	O
打	O
开	O
看	O
看	O
，	O
体	O
验	O
一	O
下	O
，	O
感	O
觉	O
效	O
果	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
喜	O
欢	O
的	O
亲	O
们	O
赶	O
快	O
下	O
单	O

做	O
活	O
动	O
时	O
买	O
的	O
，	O
比	B_ot_0_m_PP
较	I_ot_0_m_PP
划	I_ot_0_m_PP
算	I_ot_0_m_PP
，	O
也	O
比	B_ot_4_m_PP
较	I_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP

宝	O
贝	O
物	B_ot_0_m_PP
美	I_ot_0_m_PP
价	I_ot_0_m_PP
廉	I_ot_0_m_PP
非	B_ot_4_m_PP
常	I_ot_4_m_PP
好	I_ot_4_m_PP
虽	O
然	O
还	O
没	O
用	O
，	O
应	O
该	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP

搞	O
活	B_at_0
动	I_at_0
的	O
时	O
候	O
买	O
的	O
很	B_ot_0_f_PP
划	I_ot_0_f_PP
算	I_ot_0_f_PP
！	O

好	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
也	O
很	B_ot_0_m_PP
划	I_ot_0_m_PP
算	I_ot_0_m_PP
用	O
完	O
再	O
来	O
买	O

好	B_ot_4_m_PP
用	I_ot_4_m_PP
，	O
一	O
直	O
都	O
得	O
上	O
面	O
买	O
呢	O
很	B_ot_0_m_PP
实	I_ot_0_m_PP
惠	I_ot_0_m_PP

感	O
觉	O
防	O
晒	O
都	O
是	O
有	B_ot_8_m_PN
点	I_ot_8_m_PN
油	I_ot_8_m_PN

还	O
没	O
用	O
，	O
看	O
着	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP

补	B_at_7
水	I_at_7
效	I_at_7
果	I_at_7
特	B_ot_7_f_PP
别	I_ot_7_f_PP
好	I_ot_7_f_PP
！	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP
！	O
比	O
实	O
体	O
店	O
的	O
价	B_at_0
格	I_at_0
优	B_ot_0_f_PP
惠	I_ot_0_f_PP
，	O
物	B_at_11
流	I_at_11
也	O
快	B_ot_11_f_PP
！	O
一	O
直	O
信	O
赖	O
*	O
*	O
！	O
还	O
送	O
了	O
一	O
个	O
盒	O
子	O
！	O

很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
第	O
二	O
次	O
购	O
买	O
了	O
，	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP

挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP
不	B_ot_4_m_PP
错	I_ot_4_m_PP
。	O
多	O
给	O
我	O
点	O
点	O
豆	O
子	O
吧	O
。	O

很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
买	O
了	O
很	O
多	O
，	O
和	O
我	O
姐	O
一	O
块	O
定	O
的	O
，	O
价	B_at_0
格	I_at_0
也	O
很	B_ot_0_f_PP
便	I_ot_0_f_PP
宜	I_ot_0_f_PP
，	O
用	O
完	O
了	O
再	O
来	O
这	O
里	O

发	B_at_11
货	I_at_11
速	B_ot_11_f_PP
度	I_ot_11_f_PP
快	I_ot_11_f_PP
，	O
质	O
量	O
还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
，	O
下	O
次	O
有	O
需	O
要	O
下	O
次	O
还	O
来	O
。	O

面	O
膜	O
用	O
了	O
好	O
久	O
才	O
来	O
评	O
价	O
，	O
很	O
好	O
用	O
敷	O
过	O
之	O
后	O
水	B_ot_8_m_PP
水	I_ot_8_m_PP
润	I_ot_8_m_PP
润	I_ot_8_m_PP
的	I_ot_8_m_PP
，	O
又	O
实	B_ot_0_m_PP
惠	I_ot_0_m_PP
，	O
是	O
一	O
款	O
很	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
的	O
面	O
膜	O

是	O
正	B_ot_3_m_PP
品	I_ot_3_m_PP
，	O
吸	B_at_8
收	I_at_8
也	O
特	B_ot_8_f_PP
别	I_ot_8_f_PP
好	I_ot_8_f_PP
一	O
点	O
也	O
不	B_ot_8_m_PP
油	I_ot_8_m_PP
腻	I_ot_8_m_PP
，	O
保	B_at_7
湿	I_at_7
效	I_at_7
果	I_at_7
很	B_ot_7_f_PP
好	I_ot_7_f_PP
，	O
值	O
得	O
购	O
买	O
。	O

还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
，	O
遮	B_at_7
瑕	I_at_7
效	I_at_7
果	I_at_7
挺	B_ot_7_f_PP
好	I_ot_7_f_PP
，	O
就	O
是	O
不	B_ot_7_m_PP
保	I_ot_7_m_PP
湿	I_ot_7_m_PP
，	O
用	O
了	O
皮	O
肤	O
好	B_ot_8_m_PP
干	I_ot_8_m_PP

很	B_ot_4_m_PP
好	I_ot_4_m_PP
很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP

对	O
我	O
来	O
说	O
泡	B_at_8
沫	I_at_8
过	B_ot_8_f_PN
于	I_ot_8_f_PN
多	I_ot_8_f_PN
了	I_ot_8_f_PN
，	O
不	O
过	O
质	B_at_8
地	I_at_8
很	B_ot_8_f_PP
温	I_ot_8_f_PP
和	I_ot_8_f_PP
，	O
洗	O
完	O
之	O
后	O
很	B_ot_8_m_PP
舒	I_ot_8_m_PP
服	I_ot_8_m_PP

上	B_at_7
妆	I_at_7
效	I_at_7
果	I_at_7
：	O
还	B_ot_7_f_PP
可	I_ot_7_f_PP
以	I_ot_7_f_PP
，	O
今	O
天	O
到	O
货	O
就	O
立	O
马	O
擦	O
起	O
来	O
了	O
，	O
可	O
是	O
有	B_ot_7_m_PN
点	I_ot_7_m_PN
黑	I_ot_7_m_PN
。	O
下	O
次	O
买	O
&	O
色	O
号	O

适	O
合	O
干	O
性	O
皮	O
肤	O
，	O
清	B_at_7
洁	I_at_7
作	I_at_7
用	I_at_7
很	B_ot_7_f_PU
一	I_ot_7_f_PU
般	I_ot_7_f_PU
了	O

快	B_at_11
递	I_at_11
也	O
快	B_ot_11_f_PP
，	O
一	O
直	O
很	O
相	O
信	O
*	O
*	O
～	O
～	O
～	O
配	O
上	O
隔	O
离	O
特	B_ot_7_m_PP
别	I_ot_7_m_PP
自	I_ot_7_m_PP
然	I_ot_7_m_PP
，	O
感	O
觉	O
白	B_ot_7_m_PP
了	I_ot_7_m_PP
一	I_ot_7_m_PP
个	I_ot_7_m_PP
度	I_ot_7_m_PP

价	B_at_0
格	I_at_0
优	B_ot_0_f_PP
惠	I_ot_0_f_PP
，	O
泡	B_at_8
沫	I_at_8
多	B_ot_8_f_PP
，	O
洗	O
后	O
不	B_ot_8_m_PP
紧	I_ot_8_m_PP
绷	I_ot_8_m_PP
，	O
特	B_ot_7_m_PP
别	I_ot_7_m_PP
干	I_ot_7_m_PP
净	I_ot_7_m_PP

送	O
的	O
挺	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
的	I_ot_4_m_PP

不	B_ot_4_m_PP
错	I_ot_4_m_PP
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
价	B_at_0
格	I_at_0
实	B_ot_0_f_PP
惠	I_ot_0_f_PP
还	O
有	O
赠	B_at_0
品	I_at_0

挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
不	B_ot_8_m_PP
干	I_ot_8_m_PP
皮	I_ot_8_m_PP
。	O
用	O
后	O
肤	B_ot_7_m_PP
色	I_ot_7_m_PP
很	I_ot_7_m_PP
亮	I_ot_7_m_PP
，	O
不	B_ot_8_m_PP
脱	I_ot_8_m_PP
妆	I_ot_8_m_PP
，	O
比	O
我	O
在	O
店	O
里	O
买	O
的	O
其	O
他	O
二	O
百	O
的	O
都	O
好	B_ot_4_m_PP
用	I_ot_4_m_PP
。	O

非	B_ot_4_m_PP
常	I_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	O
一	O
款	O
，	O
会	O
继	O
续	O
关	O
注	O

质	O
量	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
的	O
，	O
帮	O
朋	O
友	O
买	O
的	O
，	O
比	O
实	O
体	O
店	O
便	B_ot_0_m_PP
宜	I_ot_0_m_PP
不	I_ot_0_m_PP
少	I_ot_0_m_PP
钱	O
的	O
呀	O

不	B_ot_4_m_PN
好	I_ot_4_m_PN
，	O
不	B_ot_4_m_PN
好	I_ot_4_m_PN
，	O
没	O
有	O
实	O
体	O
店	O
里	O
好	O
，	O
好	B_ot_10_m_PN
刺	I_ot_10_m_PN
鼻	I_ot_10_m_PN
啊	O
，	O

发	B_at_11
货	I_at_11
速	I_at_11
度	I_at_11
挺	B_ot_11_f_PP
快	I_ot_11_f_PP
的	I_ot_11_f_PP
价	B_at_0
格	I_at_0
便	B_ot_0_f_PP
宜	I_ot_0_f_PP

还	O
没	O
用	O
，	O
期	O
待	O
好	O
效	O
果	O
，	O
之	O
前	O
那	O
个	O
用	O
完	O
了	O
，	O
上	O
午	O
下	O
单	O
，	O
下	O
午	O
就	O
到	O
了	O
，	O
就	O
这	O
速	B_at_11
度	I_at_11
也	O
必	O
须	O
给	B_ot_11_f_PP
个	I_ot_11_f_PP
好	I_ot_11_f_PP
评	I_ot_11_f_PP

很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
这	O
个	O
洗	O
面	O
奶	O
。	O
清	B_at_7
洁	I_at_7
太	B_ot_7_f_PP
给	I_ot_7_f_PP
力	I_ot_7_f_PP
了	I_ot_7_f_PP
。	O
洗	O
的	O
很	B_ot_8_m_PP
干	I_ot_8_m_PP
净	I_ot_8_m_PP

宝	O
